,MSR,i,q,phase,qubit,iteration,state
24,0.0005194272921288057,-0.00023229792714118958,-0.0004645884037017822,-2.0344503505547804,1,24,0
25,0.0003288947439906498,-0.0001647360622882843,-0.0002846643328666687,-2.095408947980431,1,25,0
26,0.00033210143413826365,-0.00018943101167678833,-0.00027277693152427673,-2.1777903891574724,1,26,0
27,0.0003350831153410639,-0.00014031678438186646,-0.00030428916215896606,-2.002867109750099,1,27,0
28,0.0005553377245146848,-0.00016173720359802246,-0.0005312636494636536,-1.8663203126054515,1,28,0
29,0.00035513140381104093,-8.342787623405457e-05,-0.0003451928496360779,-1.8079337694079263,1,29,0
30,0.00044363245974217343,-0.00013179704546928406,-0.00042360275983810425,-1.8724358639296896,1,30,0
31,0.0005168878638521544,-0.00010612607002258301,-0.0005058757960796356,-1.7775843277987171,1,31,0
32,0.0004431652550809454,-0.00016828998923301697,-0.00040996819734573364,-1.9603174456539563,1,32,0
33,0.00037779142719868305,-0.0001620762050151825,-0.0003412589430809021,-2.01419255753278,1,33,0
34,0.0003716394439578505,-0.00012579932808876038,-0.0003497004508972168,-1.916116876987319,1,34,0
35,0.000327459451328556,-0.00010514631867408752,-0.00031011924147605896,-1.897684154950146,1,35,0
36,0.00034026492663806864,-0.0001697838306427002,-0.00029487907886505127,-2.093212409125612,1,36,0
37,0.00036038196160866916,-0.00018478184938430786,-0.00030940398573875427,-2.1091682516536836,1,37,0
38,0.00033876504132723795,-7.514655590057373e-05,-0.0003303252160549164,-1.7944820307789129,1,38,0
39,0.00047940577647269535,-0.00014037638902664185,-0.00045839324593544006,-1.867964108235948,1,39,0
40,0.0003395226371217789,-8.62516462802887e-05,-0.0003283843398094177,-1.8276492538312707,1,40,0
41,0.0004951054728589858,-0.00021976232528686523,-0.0004436597228050232,-2.0307088431308,1,41,0
42,0.00033743229709556677,-0.00011111423373222351,-0.0003186129033565521,-1.9063514845175868,1,42,0
43,0.0005068510246019382,-0.00015559792518615723,-0.00048237666487693787,-1.882824458483843,1,43,0
44,0.0003123742084456975,-0.0001416243612766266,-0.000278424471616745,-2.0413506768187095,1,44,0
45,0.0003812576585799639,-6.849318742752075e-05,-0.0003750547766685486,-1.7514276420794679,1,45,0
46,0.0004348515455411127,-9.620562195777893e-05,-0.0004240758717060089,-1.793879920675446,1,46,0
47,0.000622473021746531,-0.00021777674555778503,-0.0005831345915794373,-1.9282151249846766,1,47,0
48,0.00037722590501644825,-0.00014212355017662048,-0.0003494285047054291,-1.9570921447591398,1,48,0
49,0.00032120257689351097,-0.00014944002032279968,-0.0002843216061592102,-2.0547151796246044,1,49,0
50,0.0003906345108405054,-5.1524490118026733e-05,-0.0003872215747833252,-1.7030812885562614,1,50,0
51,0.00038061321898881213,-0.00017134100198745728,-0.00033986568450927734,-2.0377530658787455,1,51,0
52,0.00034842518313679276,-2.9228627681732178e-05,-0.0003471970558166504,-1.6547828445030102,1,52,0
53,0.00038573319583243287,-8.788704872131348e-05,-0.00037558749318122864,-1.8006593391805583,1,53,0
54,0.0003358377802311372,-5.8088451623916626e-05,-0.0003307759761810303,-1.744636393738224,1,54,0
55,0.0006685035089827304,-0.0002643391489982605,-0.000614020973443985,-1.9773205717567774,1,55,0
56,0.0003187816481608352,-0.00014794990420341492,-0.00028236955404281616,-2.0534264498326933,1,56,0
57,0.00048214115040535506,-0.0001514926552772522,-0.0004577226936817169,-1.8904187205626668,1,57,0
58,0.00041860274064548604,-8.796155452728271e-05,-0.0004092566668987274,-1.782505623272831,1,58,0
59,0.0003685465684467022,-0.0001663416624069214,-0.00032887235283851624,-2.039068384101536,1,59,0
60,0.0005258178899462922,-0.00031209737062454224,-0.0004231780767440796,-2.206254736357849,1,60,0
61,0.0003503570620880489,-0.0001552179455757141,-0.0003140978515148163,-2.029769606085755,1,61,0
62,0.0003755884399752328,-9.5367431640625e-05,-0.0003632791340351105,-1.8275218056496665,1,62,0
63,0.0003756873539406927,-0.00020313262939453125,-0.0003160350024700165,-2.142060524382381,1,63,0
64,0.00035930827336943296,-0.00016364455223083496,-0.0003198795020580292,-2.043666439567793,1,64,0
65,0.00039374259674041987,-0.00013122335076332092,-0.00037123262882232666,-1.9105680971421015,1,65,0
66,0.0003406379732132099,-0.00014602020382881165,-0.00030775368213653564,-2.013812975483083,1,66,0
67,0.0003416457139221387,-0.00014133751392364502,-0.00031103938817977905,-1.9973065055902897,1,67,0
68,0.0004329917532691805,-7.488206028938293e-05,-0.00042646750807762146,-1.7446112888883711,1,68,0
69,0.0003570610185565835,-0.0001515112817287445,-0.000323321670293808,-2.009016867680583,1,69,0
70,0.000315459766125084,-0.00011837109923362732,-0.000292409211397171,-1.9554450878098095,1,70,0
71,0.00027425712835959105,-9.981915354728699e-05,-0.0002554468810558319,-1.943314376058371,1,71,0
72,0.0003612490032576752,-7.31348991394043e-05,-0.0003537684679031372,-1.774655518082842,1,72,0
73,0.00038635126910985696,-0.00018724054098129272,-0.00033794716000556946,-2.076745700284669,1,73,0
74,0.00037294749064436345,-0.00010102987289428711,-0.0003590025007724762,-1.8451197326809996,1,74,0
75,0.0006383785658513881,-0.00016450509428977966,-0.0006168186664581299,-1.831429166510785,1,75,0
76,0.0004940794173527635,-0.00024941563606262207,-0.0004265047609806061,-2.0999567803562202,1,76,0
77,0.0005225842898415841,-0.00017519667744636536,-0.0004923418164253235,-1.9126674984666148,1,77,0
78,0.0004544917186590552,-0.00020751729607582092,-0.0004043504595756531,-2.044957168860038,1,78,0
79,0.00035569927101377225,-0.00014284998178482056,-0.0003257542848587036,-1.9840631266445246,1,79,0
80,0.00041367868336751015,-2.8312206268310547e-07,-0.0004136785864830017,-1.5714807277470584,1,80,0
81,0.00039005970108670356,-0.00010376423597335815,-0.00037600472569465637,-1.8400596959746778,1,81,0
82,0.00037645512766498117,-2.6982277631759644e-05,-0.00037548691034317017,-1.6425324559470782,1,82,0
83,0.0002953075929161849,-0.00011491402983665466,-0.00027203187346458435,-1.9704869183099192,1,83,0
84,0.000373900215066842,-9.101629257202148e-05,-0.00036265328526496887,-1.8166908290965784,1,84,0
85,0.0003595318623968564,-0.00012834742665290833,-0.0003358423709869385,-1.9358343861243061,1,85,0
86,0.00044311224633242913,-0.00012219324707984924,-0.00042593106627464294,-1.8501780377434973,1,86,0
87,0.0003401402400466858,-0.00012269988656044006,-0.0003172382712364197,-1.9398502611548003,1,87,0
88,0.00037805622210729066,-8.687376976013184e-05,-0.00036793947219848633,-1.8026588565091468,1,88,0
89,0.0003909972472527924,-0.00011628866195678711,-0.0003733038902282715,-1.87278089258398,1,89,0
90,0.00037005344633096466,-0.0001978948712348938,-0.00031269341707229614,-2.135036304788035,1,90,0
91,0.0004242137258323999,-0.00015716999769210815,-0.00039402395486831665,-1.9503405855863196,1,91,0
92,0.00036998460857945805,-0.00016387924551963806,-0.0003317110240459442,-2.029666349969928,1,92,0
93,0.0003530499201907086,-0.00012011080980300903,-0.00033199042081832886,-1.9179356222099406,1,93,0
94,0.00037421243610065967,-0.00012807920575141907,-0.00035161152482032776,-1.9201210152185326,1,94,0
95,0.0003257874473243241,-6.541237235069275e-05,-0.0003191530704498291,-1.7729528050173065,1,95,0
96,0.00023674964230678298,-7.559731602668762e-05,-0.00022435560822486877,-1.8958011191367057,1,96,0
97,0.00035264889902238,-0.00011058151721954346,-0.000334862619638443,-1.8897508396923648,1,97,0
98,0.00031726272681279,-0.00013437867164611816,-0.00028739869594573975,-2.0081640569677006,1,98,0
99,0.00036479754419245665,-0.00010387226939201355,-0.00034969672560691833,-1.8595309922300312,1,99,0
100,0.00031605363219277383,-0.00012821704149246216,-0.0002888776361942291,-1.988520403297352,1,100,0
101,0.0003765468296368511,-0.00018667429685592651,-0.0003270171582698822,-2.089498226232635,1,101,0
102,0.0003477723762679984,-8.57226550579071e-05,-0.0003370419144630432,-1.8198538746734962,1,102,0
103,0.00036503896886375955,-0.00010994821786880493,-0.0003480874001979828,-1.8767428064304357,1,103,0
104,0.00034029446074476503,-4.9386173486709595e-05,-0.0003366917371749878,-1.7164384271106121,1,104,0
105,0.000401959319074744,-0.0001171603798866272,-0.00038450583815574646,-1.866562903732307,1,105,0
106,0.0004232616686839641,-0.00014304742217063904,-0.00039835646748542786,-1.9155496328249604,1,106,0
107,0.00039421776362237327,-0.00017394870519638062,-0.00035376474261283875,-2.0277877920200282,1,107,0
108,0.0004006011673478459,-0.00011455640196800232,-0.00038387253880500793,-1.8608057225704995,1,108,0
109,0.00044020361729583154,-1.671910285949707e-05,-0.0004398860037326813,-1.6087858488973006,1,109,0
110,0.0005161612087292143,-0.000202227383852005,-0.00047489628195762634,-1.9733738815346498,1,110,0
111,0.00035089036159684803,-0.00012519583106040955,-0.00032779574394226074,-1.9356308650237661,1,111,0
112,0.0004159100539740402,-0.00013003498315811157,-0.00039505958557128906,-1.8887797272233993,1,112,0
113,0.00028305890378196397,-0.00010946765542030334,-0.0002610348165035248,-1.9678804701530757,1,113,0
114,0.00035548824274455996,-7.95125961303711e-05,-0.0003464818000793457,-1.7963761383662569,1,114,0
115,0.0003511028080224873,-0.00010681524872779846,-0.0003344602882862091,-1.879924068351688,1,115,0
116,0.00038868950979058844,-0.0001670457422733307,-0.0003509633243083954,-2.0150305225171197,1,116,0
117,0.000507078087448335,-0.00019733980298042297,-0.000467102974653244,-1.9705271946977907,1,117,0
118,0.0003598603620007274,-0.00014691799879074097,-0.0003285035490989685,-1.9913477735430876,1,118,0
119,0.0004119441751343783,-0.00017495453357696533,-0.00037294626235961914,-2.009431757383384,1,119,0
120,0.0003735646105643373,-4.532933235168457e-05,-0.00037080422043800354,-1.692438776786336,1,120,0
121,0.0003385183364385564,-0.0001468956470489502,-0.00030498579144477844,-2.0196544447133076,1,121,0
122,0.00032252908257499426,-0.00011801719665527344,-0.00030016154050827026,-1.9454086855502533,1,122,0
123,0.0004956835889708376,-0.00014013424515724182,-0.00047546252608299255,-1.8574135472331899,1,123,0
124,0.00033013372967755344,-0.0001314990222454071,-0.00030281394720077515,-1.980481386184178,1,124,0
125,0.0002721899754631236,-0.00011453405022621155,-0.0002469196915626526,-2.0051092060889033,1,125,0
126,0.0003136783272468782,-0.0001031234860420227,-0.00029624253511428833,-1.9057818885403928,1,126,0
127,0.0003303761292424559,-0.000183984637260437,-0.0002744048833847046,-2.161438436841017,1,127,0
128,0.0004128722792762256,-0.00020337477326393127,-0.0003593079745769501,-2.085854180170148,1,128,0
129,0.0003303248342661111,-9.864196181297302e-05,-0.0003152526915073395,-1.874043817471729,1,129,0
130,0.00034332917774870797,-0.00011414662003517151,-0.0003237985074520111,-1.9097175831485873,1,130,0
131,0.0004138075688511669,-0.00016126781702041626,-0.0003810897469520569,-1.9711205313988134,1,131,0
132,0.00037948076472051474,-0.00011704117059707642,-0.00036098062992095947,-1.8843326848767483,1,132,0
133,0.00036350649799523835,-5.976855754852295e-05,-0.00035855919122695923,-1.7359685913403804,1,133,0
134,0.0004069037591235485,-6.816163659095764e-05,-0.00040115416049957275,-1.7391027252647315,1,134,0
135,0.00037119746039290504,-8.057057857513428e-05,-0.000362347811460495,-1.7895937207647599,1,135,0
136,0.0003891663457947248,-0.00011145696043968201,-0.000372864305973053,-1.861262892771043,1,136,0
137,0.00035736881037648407,-0.00013786181807518005,-0.0003297068178653717,-1.9668375510880411,1,137,0
138,0.0003218004136505264,-0.00013806670904159546,-0.00029067695140838623,-2.0142310695024594,1,138,0
139,0.0002951247702055896,-9.261444211006165e-05,-0.0002802163362503052,-1.8900041856602237,1,139,0
140,0.0004107727219388226,-0.00010373443365097046,-0.00039745867252349854,-1.826095467103852,1,140,0
141,0.0003119688370047941,-0.0001475699245929718,-0.00027485936880111694,-2.0635205088193747,1,141,0
142,0.00038710166786162526,-9.745359420776367e-05,-0.0003746338188648224,-1.8252863972208957,1,142,0
143,0.0003497262798582725,-0.00010797008872032166,-0.0003326423466205597,-1.8846511205717706,1,143,0
144,0.00034350414545157067,-0.00014592334628105164,-0.0003109686076641083,-2.0095462334033214,1,144,0
145,0.0005373768846613406,-0.0003186911344528198,-0.00043267756700515747,-2.205637422585481,1,145,0
146,0.0003321194321359385,-0.00012139230966567993,-0.0003091394901275635,-1.944974834559796,1,146,0
147,0.0003128894311367413,-0.00010875239968299866,-0.0002933815121650696,-1.9257794478181216,1,147,0
148,0.0003559831124369268,-0.00011794641613960266,-0.00033587589859962463,-1.908504804159031,1,148,0
149,0.00037553633718768694,-0.0002202354371547699,-0.0003041774034500122,-2.1974724580352416,1,149,0
150,0.0003331493218515746,-0.00010833144187927246,-0.0003150440752506256,-1.9019918718552058,1,150,0
151,0.0003110938455602778,-9.891390800476074e-05,-0.00029494985938072205,-1.894368317621342,1,151,0
152,0.00032212303576846973,-0.0001476481556892395,-0.00028629228472709656,-2.0469448362753537,1,152,0
153,0.0003559170020506028,-0.00011805444955825806,-0.00033576786518096924,-1.9088917639557879,1,153,0
154,0.00040301437186134227,-9.191781282424927e-05,-0.00039239227771759033,-1.8008972306928361,1,154,0
155,0.00038771157981300463,-0.00010836124420166016,-0.00037226080894470215,-1.8540585146178803,1,155,0
156,0.0003697164185542985,-0.00013874098658561707,-0.0003426969051361084,-1.9554770957844316,1,156,0
157,0.00037586122069144874,-0.00013764947652816772,-0.0003497488796710968,-1.9457443936893293,1,157,0
158,0.0005698669646016574,-0.00018226727843284607,-0.0005399323999881744,-1.8963588435931586,1,158,0
159,0.00034018798092022616,-0.0001316256821155548,-0.00031369179487228394,-1.968085889242653,1,159,0
160,0.0004267870017225555,-7.844343781471252e-05,-0.00041951611638069153,-1.7556472202963054,1,160,0
161,0.0003807769841137971,-0.0001590922474861145,-0.00034594908356666565,-2.0018292989123094,1,161,0
162,0.0004536001670507495,-0.00012662261724472046,-0.0004355683922767639,-1.8537054333861063,1,162,0
163,0.00036928269361539355,-0.00010531395673751831,-0.0003539472818374634,-1.859995967617065,1,163,0
164,0.00045017527538995713,-2.847611904144287e-05,-0.0004492737352848053,-1.63409421319842,1,164,0
165,0.00031263099447654386,-0.00013008713722229004,-0.0002842806279659271,-1.999953347938717,1,165,0
166,0.0004007871253211147,-6.919354200363159e-05,-0.00039476901292800903,-1.7443098002312167,1,166,0
167,0.0003361266368977559,-0.00011970102787017822,-0.00031409040093421936,-1.934907457384927,1,167,0
168,0.0003585783104552022,-0.00016449764370918274,-0.00031862035393714905,-2.047383761360744,1,168,0
169,0.0003541359427104859,-0.00012686848640441895,-0.00033063068985939026,-1.9371869689607384,1,169,0
170,0.0003551574015394864,-7.646530866622925e-05,-0.00034682825207710266,-1.7877951204834182,1,170,0
171,0.00033825660481350803,-0.00012339279055595398,-0.0003149472177028656,-1.9442040974778583,1,171,0
172,0.0003992114561937659,-9.10833477973938e-05,-0.00038868188858032227,-1.8009818437500418,1,172,0
173,0.0003308863785337601,-0.00013513118028640747,-0.0003020353615283966,-1.9914875319549952,1,173,0
174,0.00041013404787837643,-0.00014252588152885437,-0.0003845728933811188,-1.9257111349193732,1,174,0
175,0.0005087793650853942,-9.869784116744995e-05,-0.0004991143941879272,-1.7660235772774586,1,175,0
176,0.00040092340721524863,-0.00015334412455558777,-0.00037043914198875427,-1.963272362819563,1,176,0
177,0.0003514013819372892,-0.0001055002212524414,-0.00033519044518470764,-1.875727065406837,1,177,0
178,0.00035479365565507765,-8.42660665512085e-05,-0.0003446415066719055,-1.8105951933234739,1,178,0
179,0.0004340834915868156,-3.937631845474243e-05,-0.0004322938621044159,-1.6616325872773785,1,179,0
180,0.0006339417594717813,-7.837265729904175e-05,-0.000629078596830368,-1.6947409637340078,1,180,0
181,0.0003786364870018055,-0.00011148303747177124,-0.00036185234785079956,-1.869658382856054,1,181,0
182,0.00039441601055821123,-0.00011050328612327576,-0.00037861987948417664,-1.854766870076065,1,182,0
183,0.000351689742776311,-7.294490933418274e-05,-0.00034404173493385315,-1.7797256976785376,1,183,0
184,0.00033561320779968725,-0.00014860928058624268,-0.00030091777443885803,-2.029514614998657,1,184,0
185,0.0003582090179874586,-0.00012224912643432617,-0.0003367029130458832,-1.9190733176581796,1,185,0
186,0.0003710577219453429,-9.849295020103455e-05,-0.00035774707794189453,-1.8394548823523085,1,186,0
187,0.0003759252785943629,-9.994953870773315e-06,-0.00037579238414764404,-1.597387068062761,1,187,0
188,0.00036342636946926185,-0.00010611861944198608,-0.0003475882112979889,-1.8671082241736596,1,188,0
189,0.0006560766034239575,-0.0001523047685623169,-0.0006381534039974213,-1.8050784652533305,1,189,0
190,0.00031587450105337924,-8.816644549369812e-05,-0.00030332058668136597,-1.8536724238287858,1,190,0
191,0.0003822400797771068,-9.520724415779114e-05,-0.0003701932728290558,-1.8225235146990484,1,191,0
192,0.0004969461184149975,-7.61374831199646e-05,-0.0004910789430141449,-1.72461288889058,1,192,0
193,0.0006428935080554079,-5.928799510002136e-05,-0.0006401538848876953,-1.6631480999770207,1,193,0
194,0.00039108313039660245,-3.143027424812317e-05,-0.00038981810212135315,-1.6512503394017217,1,194,0
195,0.0004516847665897134,-0.00017411261796951294,-0.000416778028011322,-1.966517515899229,1,195,0
196,0.00039994159918400977,-6.826594471931458e-05,-0.00039407238364219666,-1.7423260098457873,1,196,0
197,0.00043122778897885426,-0.00011537224054336548,-0.0004155077040195465,-1.8416391316607343,1,197,0
198,0.0004013724468350705,-0.00014033913612365723,-0.00037603825330734253,-1.927991856496748,1,198,0
199,0.0003793076400921692,-0.00010659918189048767,-0.0003640204668045044,-1.8556699923998363,1,199,0
200,0.0003506555293382962,-7.49342143535614e-05,-0.00034255534410476685,-1.7861546751413535,1,200,0
201,0.0005821999358897311,-0.0002033822238445282,-0.0005455203354358673,-1.9276565400931809,1,201,0
202,0.0004463562212449807,-0.00012255460023880005,-0.0004292018711566925,-1.8489354881670066,1,202,0
203,0.0004097574543685981,-0.0001042783260345459,-0.0003962665796279907,-1.8281144888532048,1,203,0
204,0.0003568755386974616,-8.777901530265808e-05,-0.00034591183066368103,-1.8193118362539813,1,204,0
205,0.00033142044403289966,-0.00014241039752960205,-0.00029926374554634094,-2.0149536089621463,1,205,0
206,0.00035537468395647017,-3.227218985557556e-05,-0.0003539063036441803,-1.661733339551103,1,206,0
207,0.00031327870494163627,-0.0001246817409992218,-0.00028739869594573975,-1.9801209531679476,1,207,0
208,0.0003296889774281486,-0.00017268583178520203,-0.00028084591031074524,-2.1220834056434614,1,208,0
209,0.0004715011423310104,-8.131936192512512e-05,-0.0004644356667995453,-1.7441320773248419,1,209,0
210,0.0002684430721436212,-8.267536759376526e-05,-0.00025539472699165344,-1.8838664827107188,1,210,0
211,0.0003828187822308886,-0.00014487653970718384,-0.0003543458878993988,-1.958914031962768,1,211,0
212,0.0003453110529302035,-7.084384560585022e-05,-0.00033796578645706177,-1.7774230056252391,1,212,0
213,0.00029087091636734007,-6.484612822532654e-05,-0.0002835504710674286,-1.7956234307859384,1,213,0
214,0.00037633636709873814,-0.00013174116611480713,-0.00035252422094345093,-1.9284339147774103,1,214,0
215,0.00033337150183245456,-0.0001875162124633789,-0.000275634229183197,-2.168183669787812,1,215,0
216,0.0003883680199717305,-0.00010325014591217041,-0.00037439167499542236,-1.8398885699496537,1,216,0
217,0.00039787825089837066,-0.00014257431030273438,-0.0003714561462402344,-1.9372818110401966,1,217,0
218,0.00035467057489025375,-0.00012088939547538757,-0.0003334321081638336,-1.9186170085514558,1,218,0
219,0.000468637714197361,-0.0002339966595172882,-0.0004060380160808563,-2.093601404989971,1,219,0
220,0.0003332134411681196,-0.0001675821840763092,-0.00028800591826438904,-2.0977787343589793,1,220,0
221,0.00038029160507364814,-0.00010389834642410278,-0.00036582350730895996,-1.8475216713224951,1,221,0
222,0.00043995844616314127,-0.0002165958285331726,-0.0003829486668109894,-2.0855376874937286,1,222,0
223,0.00040499740676306294,-8.662045001983643e-05,-0.0003956258296966553,-1.7863404823796158,1,223,0
224,0.0003412145522817616,-0.00019846856594085693,-0.00027755647897720337,-2.1915560155200184,1,224,0
225,0.0003562746268496662,-0.0001835860311985016,-0.0003053322434425354,-2.11214651308376,1,225,0
226,0.00041313192798653875,-0.00018317252397537231,-0.00037030503153800964,-2.0301572568876685,1,226,0
227,0.00045644422759842656,-0.00036566704511642456,-0.0002731829881668091,-2.4999621720993543,1,227,0
228,0.0003716531660206936,-0.00013230741024017334,-0.0003473050892353058,-1.934777067475996,1,228,0
229,0.00043229415130123457,-0.00013520941138267517,-0.00041060522198677063,-1.8889061536501108,1,229,0
230,0.00038614999541850486,-0.000112973153591156,-0.0003692544996738434,-1.8677022129593561,1,230,0
231,0.0003758699212627122,-0.00022536516189575195,-0.0003008134663105011,-2.213776110875853,1,231,0
232,0.0003289663845034992,-9.639561176300049e-05,-0.0003145262598991394,-1.8681862698639873,1,232,0
233,0.00031281679511447675,-0.00010344386100769043,-0.0002952180802822113,-1.9078257768225824,1,233,0
234,0.00033807988153053246,-6.43022358417511e-05,-0.0003319084644317627,-1.7621605080621763,1,234,0
235,0.00047980759919158194,-0.00016508251428604126,-0.0004505142569541931,-1.9220336112897642,1,235,0
236,0.00035915587973706054,-7.363781332969666e-05,-0.00035152584314346313,-1.7772909221077489,1,236,0
237,0.0006001692726013098,-0.0001328699290752411,-0.0005852766335010529,-1.794033295482932,1,237,0
238,0.0003871109598408392,-0.0001750066876411438,-0.00034529343247413635,-2.0398967213609254,1,238,0
239,0.00041015501610295013,-0.00013321638107299805,-0.0003879182040691376,-1.9015915084997994,1,239,0
240,0.0005847017727523114,-0.00011457130312919617,-0.0005733668804168701,-1.768020704049597,1,240,0
241,0.0005133098313168694,-0.00020137056708335876,-0.0004721619188785553,-1.9739251691669863,1,241,0
242,0.0003795408772133168,-5.225464701652527e-05,-0.00037592649459838867,-1.7089136125831075,1,242,0
243,0.0003555195471189571,-0.00014241039752960205,-0.00032575055956840515,-1.9829349712256674,1,243,0
244,0.0003449126223000334,-7.156282663345337e-05,-0.0003374069929122925,-1.7797955770611782,1,244,0
245,0.00042374583976387747,-0.0001316666603088379,-0.0004027709364891052,-1.8867476367836513,1,245,0
246,0.00031362166704615815,-0.0001572631299495697,-0.0002713426947593689,-2.096061181404744,1,246,0
247,0.00029172629449293825,-0.0001321732997894287,-0.0002600662410259247,-2.041005731258122,1,247,0
248,0.00040947337151234437,-0.00011534616351127625,-0.00039289146661758423,-1.8563554022828395,1,248,0
249,0.00032080185754405986,-0.0001403801143169403,-0.00028845667839050293,-2.023714499764315,1,249,0
250,0.0003322189444359291,-0.0001345500349998474,-0.00030375272035598755,-1.9877796429775214,1,250,0
251,0.0003583389150757969,-0.00014772266149520874,-0.00032647326588630676,-1.995710804820792,1,251,0
252,0.00041452613394574753,-0.0001942552626132965,-0.0003661923110485077,-2.0585243801066535,1,252,0
253,0.00030681927155653995,-8.98316502571106e-05,-0.00029337406158447266,-1.8679330413973616,1,253,0
254,0.0004932096584156163,-0.0002391412854194641,-0.0004313550889492035,-2.077007875395672,1,254,0
255,0.0005129309781778094,-0.00015342608094215393,-0.0004894472658634186,-1.87456287824163,1,255,0
256,0.0004035385929546379,-0.00021658465266227722,-0.00034049153327941895,-2.137333668661849,1,256,0
257,0.00032850986591931915,-0.00016046315431594849,-0.00028665363788604736,-2.0811176348265352,1,257,0
258,0.0003531633944544108,-0.0001606382429599762,-0.000314515084028244,-2.0430060570235913,1,258,0
259,0.0003804072605988654,-0.00012612342834472656,-0.00035889074206352234,-1.9087406877618767,1,259,0
260,0.0004353827613399552,7.014721632003784e-06,-0.0004353262484073639,-1.5546840095980947,1,260,0
261,0.0003924455655702849,-0.0001767575740814209,-0.0003503859043121338,-2.038009891134073,1,261,0
262,0.0002644565011461494,-0.00012961775064468384,-0.00023051351308822632,-2.0830338527056322,1,262,0
263,0.0003794417145430503,-9.149685502052307e-05,-0.0003682449460029602,-1.8143319997884118,1,263,0
264,0.00026815981120594006,-9.33520495891571e-05,-0.0002513863146305084,-1.9263622602622765,1,264,0
265,0.0003234408567784354,-0.00018173828721046448,-0.00026755407452583313,-2.1674655312286633,1,265,0
266,0.00038470432333350204,-0.00014564022421836853,-0.00035607069730758667,-1.9590547514602723,1,266,0
267,0.0003204626455521505,-0.0001767389476299286,-0.00026731938123703003,-2.154971892023621,1,267,0
268,0.000411574314053415,-0.00016931816935539246,-0.0003751330077648163,-1.9947765240469155,1,268,0
269,0.0003725886284010915,-0.00014217570424079895,-0.00034439563751220703,-1.9623110417260623,1,269,0
270,0.000490987678372947,-0.00018636509776115417,-0.0004542432725429535,-1.9601297875992587,1,270,0
271,0.0002891595302969534,-0.0001972988247871399,-0.0002113915979862213,-2.321725389192837,1,271,0
272,0.0003347660486912133,-0.00013496726751327515,-0.00030635297298431396,-1.9857733716086015,1,272,0
273,0.00035877636422328526,-5.530938506126404e-05,-0.00035448744893074036,-1.72557474764028,1,273,0
274,0.00033108046356217235,-0.00011365488171577454,-0.00031096115708351135,-1.9212082979524199,1,274,0
275,0.00034588481887728366,-0.0002125278115272522,-0.0002728886902332306,-2.2324808923857846,1,275,0
276,0.00036896855105112943,-0.0001576356589794159,-0.0003335997462272644,-2.012226875194574,1,276,0
277,0.00046404451990127366,-0.00019970163702964783,-0.0004188753664493561,-2.0156769958475724,1,277,0
278,0.0005044019539844817,-0.00016581639647483826,-0.0004763677716255188,-1.9057639667001236,1,278,0
